죄종별,항목,단위,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년,2022 년,행정구역
상해(중),발생건수[건],건,,,2.0,2,-,1,3,-,3,1,제주특별자치도
상해(상습),발생건수[건],건,,,,1,-,2,-,-,-,-,제주특별자치도
상해(상습중),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
상해치사,발생건수[건],건,1.0,,2.0,-,-,1,1,1,-,2,제주특별자치도
존속상해,발생건수[건],건,8.0,7,7.0,16,13,8,5,9,11,4,제주특별자치도
존속상해(중),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
존속상해(상습),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
존속상해(상습중),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
존속상해치사,발생건수[건],건,,,,-,1,-,-,-,-,-,제주특별자치도
특가법(보복상해등),발생건수[건],건,,,,2,1,1,-,-,4,-,제주특별자치도
아동학대처벌법위반(상습상해),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
특수상해,발생건수[건],건,,,,1,-,1,1,-,-,1,제주특별자치도
특수상해(중),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
특수상해(상습),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
존속상해(특수·특수중),발생건수[건],건,,,,-,2,-,-,2,1,2,제주특별자치도
폭행,발생건수[건],건,2200.0,2176,2475.0,3094,2493,2600,2332,2560,2407,2771,제주특별자치도
폭행,발생건수[건],건,2068.0,2063,2294.0,2808,2243,2342,2079,2287,2066,2429,제주특별자치도
폭행(상습),발생건수[건],건,,,,-,-,-,-,1,5,-,제주특별자치도
폭행치상,발생건수[건],건,70.0,40,66.0,107,67,60,43,61,49,64,제주특별자치도
폭행치사,발생건수[건],건,2.0,1,1.0,1,-,2,-,2,-,-,제주특별자치도
특수폭행,발생건수[건],건,3.0,3,28.0,97,102,115,128,110,156,162,제주특별자치도
특수폭행(상습),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
특수폭행치상,발생건수[건],건,,,,2,1,1,-,-,1,3,제주특별자치도
특수폭행치사,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
존속폭행,발생건수[건],건,15.0,11,30.0,32,30,26,32,23,35,32,제주특별자치도
존속폭행(특수),발생건수[건],건,,,,1,-,1,-,-,3,-,제주특별자치도
존속폭행(상습),발생건수[건],건,,,,-,-,1,-,-,-,-,제주특별자치도
존속폭행치상,발생건수[건],건,,,1.0,-,-,1,-,1,1,1,제주특별자치도
존속폭행치사,발생건수[건],건,,1,,-,-,-,-,-,-,-,제주특별자치도
특가법(운전자폭행등),발생건수[건],건,35.0,47,47.0,42,47,49,48,72,89,76,제주특별자치도
특가법(보복폭행등),발생건수[건],건,,,4.0,4,3,1,-,2,1,1,제주특별자치도
특가법(보복범죄등),발생건수[건],건,7.0,10,3.0,-,-,1,1,1,1,3,제주특별자치도
아동학대처벌법위반(상습폭행),발생건수[건],건,,,1.0,-,-,-,1,-,-,-,제주특별자치도
체포·감금,발생건수[건],건,15.0,7,12.0,18,19,22,26,19,13,25,제주특별자치도
체포·감금,발생건수[건],건,14.0,5,10.0,16,16,15,25,13,11,20,제주특별자치도
체포·감금(중),발생건수[건],건,,,,-,1,-,-,-,1,-,제주특별자치도
체포·감금(특수·특수중),발생건수[건],건,,,,2,-,5,-,1,1,3,제주특별자치도
체포·감금(상습·상습중),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
체포·감금치사상(중·특수·상습),발생건수[건],건,1.0,2,1.0,-,2,1,1,5,-,2,제주특별자치도
존속체포·감금,발생건수[건],건,,,1.0,-,-,1,-,-,-,-,제주특별자치도
존속체포·감금(중),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
존속체포·감금(특수·특수중),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
존속체포·감금(상습·상습중),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
존속체포·감금치사상(중·특수·상습),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
특가법(보복체포·감금등),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
아동학대처벌법위반(상습체포·감금),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
협박,발생건수[건],건,151.0,158,290.0,363,325,372,435,471,512,495,제주특별자치도
협박,발생건수[건],건,150.0,152,208.0,199,144,206,245,239,258,255,제주특별자치도
협박(특수),발생건수[건],건,1.0,2,69.0,149,170,155,176,222,231,222,제주특별자치도
협박(상습),발생건수[건],건,,,,-,-,-,-,1,-,-,제주특별자치도
협박(상습특수),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
존속협박,발생건수[건],건,,4,11.0,9,4,4,6,3,11,10,제주특별자치도
존속협박(특수),발생건수[건],건,,,1.0,2,3,3,-,3,5,1,제주특별자치도
존속협박(상습),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
존속협박(상습특수),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
특가법(운전자협박),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
특가법(보복협박등),발생건수[건],건,,,1.0,4,4,4,8,3,7,7,제주특별자치도
아동학대처벌법위반(상습협박),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
약취·유인,발생건수[건],건,7.0,2,4.0,4,1,3,5,6,4,1,제주특별자치도
약취·유인(미성년자),발생건수[건],건,7.0,1,4.0,3,1,3,4,4,4,-,제주특별자치도
약취·유인(추행·간음·결혼·영리),발생건수[건],건,,,,1,-,-,1,1,-,-,제주특별자치도
약취·유인(노동력착취·성매매·성적착취·장기적출),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
인신매매,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
인신매매(추행·간음·결혼·영리),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
인신매매등(노동력착취·성매매·성적착취·장기적출),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
국외이송약취·유인·인신매매,발생건수[건],건,,1,,-,-,-,-,-,-,-,제주특별자치도
피약취자·피유인자·피매매자(상해·치상),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
피약취자·피유인자·피매매자(살해·치사),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
피약취자·피유인자·피매매자(수수·은닉),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
특가법(약취·유인등),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
특가법(13세미만약취·유인등),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
아동복지법위반(아동매매),발생건수[건],건,,,,-,-,-,-,1,-,1,제주특별자치도
아동학대처벌법위반(상습국외이송),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
아동학대처벌법위반(상습약취·유인·인신매매),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
아동학대처벌법위반(상습피약취자·피매매자·피유인자),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
폭력행위등,발생건수[건],건,682.0,593,523.0,210,190,156,170,146,147,153,제주특별자치도
폭력행위등처벌에관한법률위반(상습),발생건수[건],건,4.0,13,4.0,1,-,-,-,-,1,-,제주특별자치도
폭력행위등처벌에관한법률위반(공동),발생건수[건],건,299.0,237,201.0,184,175,145,150,139,146,149,제주특별자치도
"폭력행위등처벌에관한법률위반(집단,흉기등)",발생건수[건],건,336.0,289,289.0,14,-,4,6,2,-,1,제주특별자치도
"폭력행위등처벌에관한법률위반(상습집단,흉기등)",발생건수[건],건,4.0,8,1.0,-,-,-,1,-,-,-,제주특별자치도
폭력행위등처벌에관한법률위반(야간·공동),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
폭력행위등처벌에관한법률위반(야간집단흉기등),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
폭력행위등처벌에관한법률위반(단체등의구성·활동),발생건수[건],건,,,,-,1,-,-,1,-,-,제주특별자치도
폭력행위등처벌에관한법률위반(단체등의[상습·공동·상습특수]),발생건수[건],건,,,,,,,,,-,-,제주특별자치도
폭력행위등처벌에관한법률위반(단체등의[상습·공동·집단흉기등·상습집단흉기등]),발생건수[건],건,34.0,37,21.0,2,1,1,1,-,,,제주특별자치도
폭력행위등처벌에관한법률위반(단체등의이용·지원),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
폭력행위등처벌에관한법률위반(우범자),발생건수[건],건,5.0,9,7.0,9,13,6,12,4,-,3,제주특별자치도
공갈,발생건수[건],건,120.0,70,45.0,59,58,74,87,91,90,105,제주특별자치도
공갈,발생건수[건],건,120.0,70,45.0,56,55,73,85,90,89,104,제주특별자치도
공갈(상습),발생건수[건],건,,,,1,2,-,-,-,-,-,제주특별자치도
특경법(공갈),발생건수[건],건,,,,1,-,-,-,-,-,-,제주특별자치도
아동학대처벌법위반(상습공갈),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
특수공갈,발생건수[건],건,,,,1,1,1,2,1,1,1,제주특별자치도
특수공갈(상습),발생건수[건],건,,,,,,,,,,-,제주특별자치도
손괴,발생건수[건],건,1365.0,1261,1349.0,1355,1218,1248,1296,1279,1243,1252,제주특별자치도
손괴의죄,발생건수[건],건,,1261,1349.0,1355,1218,1248,1296,1279,1243,1252,제주특별자치도
아동학대처벌법위반(상습손괴),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
지능범죄,발생건수[건],건,3815.0,3584,4244.0,4034,4080,4945,5473,6446,5795,7170,제주특별자치도
직무유기,발생건수[건],건,3.0,5,5.0,1,2,4,7,10,8,16,제주특별자치도
직무유기·수행거부,발생건수[건],건,3.0,5,5.0,1,2,4,7,10,8,16,제주특별자치도
특가법(직무유기),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
폭력행위등처벌에관한법률위반(직무유기),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
직권남용,발생건수[건],건,5.0,5,12.0,5,7,9,13,17,10,23,제주특별자치도
직권남용(권리행사방해·체포·감금),발생건수[건],건,3.0,3,8.0,3,5,6,6,12,5,10,제주특별자치도
독직폭행·가혹행위,발생건수[건],건,2.0,2,3.0,2,2,3,6,3,5,11,제주특별자치도
피의사실공표,발생건수[건],건,,,,-,-,-,-,1,-,-,제주특별자치도
공무상비밀누설,발생건수[건],건,,,,-,-,-,1,1,-,2,제주특별자치도
선거방해,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
"특가법(체포·감금,독직폭행·가혹행위)",발생건수[건],건,,,1.0,-,-,-,-,-,-,-,제주특별자치도
증수뢰,발생건수[건],건,4.0,2,2.0,4,7,8,1,5,4,1,제주특별자치도
뇌물수수등,발생건수[건],건,4.0,2,,3,6,7,1,2,1,1,제주특별자치도
뇌물공여등,발생건수[건],건,,,2.0,1,1,-,-,-,-,-,제주특별자치도
특가법(뇌물),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
특가법(알선수재),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
부패방지법,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
부정청탁금지법,발생건수[건],건,,,,-,-,1,-,3,3,-,제주특별자치도
통화,발생건수[건],건,7.0,19,16.0,16,21,8,5,10,4,2,제주특별자치도
통화위조·변조,발생건수[건],건,5.0,13,9.0,12,15,8,5,6,2,1,제주특별자치도
특가법(통화위조),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
기타통화에관한죄,발생건수[건],건,2.0,6,7.0,4,6,-,-,4,2,1,제주특별자치도
문서·인장,발생건수[건],건,168.0,159,195.0,173,159,138,151,187,177,191,제주특별자치도
공문서위조·변조,발생건수[건],건,26.0,24,30.0,28,41,20,27,23,35,18,제주특별자치도
공전자기록등위작·변작,발생건수[건],건,,1,2.0,1,2,5,-,2,2,2,제주특별자치도
사문서위조·변조,발생건수[건],건,139.0,127,153.0,120,104,103,113,108,102,117,제주특별자치도
사전자기록등위작·변작,발생건수[건],건,2.0,3,1.0,15,4,7,9,47,33,50,제주특별자치도
공인등의위조·부정사용및행사,발생건수[건],건,,1,4.0,6,6,1,2,2,5,2,제주특별자치도
사인등의위조·부정사용및행사,발생건수[건],건,1.0,3,5.0,3,2,2,-,5,-,2,제주특별자치도
유가증권인지,발생건수[건],건,1.0,1,,-,-,2,2,1,-,1,제주특별자치도
유가증권위조·변조,발생건수[건],건,1.0,1,,-,-,2,2,1,-,1,제주특별자치도
우표(인지)등위조·변조,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
사기,발생건수[건],건,3224.0,2984,3402.0,3088,3201,4054,4436,5271,4698,6017,제주특별자치도
사기,발생건수[건],건,2777.0,2814,3197.0,2882,3066,3931,4319,4827,4398,5519,제주특별자치도
사기(상습),발생건수[건],건,19.0,9,23.0,133,67,33,41,157,28,36,제주특별자치도
준사기,발생건수[건],건,1.0,1,,2,2,-,-,4,2,1,제주특별자치도
준사기(상습),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
컴퓨터등사용사기,발생건수[건],건,416.0,142,163.0,63,40,34,31,124,163,380,제주특별자치도
편의시설부정이용,발생건수[건],건,,,,-,-,1,6,3,4,6,제주특별자치도
부당이득,발생건수[건],건,,,1.0,-,-,1,-,1,-,1,제주특별자치도
부당이득(상습),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
특경법(사기),발생건수[건],건,11.0,18,18.0,8,22,33,29,39,43,39,제주특별자치도
보험사기방지특별법위반,발생건수[건],건,,,,-,4,21,10,116,60,35,제주특별자치도
횡령,발생건수[건],건,375.0,354,559.0,716,635,670,774,861,845,856,제주특별자치도
횡령,발생건수[건],건,175.0,162,210.0,147,192,171,177,200,149,168,제주특별자치도
업무상횡령,발생건수[건],건,71.0,87,100.0,94,92,88,85,107,78,120,제주특별자치도
점유이탈물등횡령,발생건수[건],건,120.0,101,245.0,473,348,401,503,545,605,564,제주특별자치도
특경법(횡령),발생건수[건],건,9.0,4,4.0,2,3,10,9,9,13,4,제주특별자치도
배임,발생건수[건],건,28.0,55,53.0,31,48,52,84,84,49,63,제주특별자치도
배임,발생건수[건],건,10.0,31,26.0,10,25,20,29,25,7,15,제주특별자치도
업무상배임,발생건수[건],건,14.0,20,20.0,19,19,30,42,47,29,34,제주특별자치도
배임수재,발생건수[건],건,,1,2.0,1,1,1,-,-,3,3,제주특별자치도
배임증재,발생건수[건],건,,1,2.0,-,-,-,1,-,-,1,제주특별자치도
특경법(배임),발생건수[건],건,3.0,2,3.0,1,3,1,12,12,10,8,제주특별자치도
특경법(수재등),발생건수[건],건,,,,-,-,-,-,-,-,1,제주특별자치도
특경법(증재등),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
특경법(알선수재),발생건수[건],건,1.0,,,-,-,-,-,-,-,1,제주특별자치도
풍속범죄,발생건수[건],건,345.0,343,405.0,479,297,281,297,286,339,382,제주특별자치도
성풍속범죄,발생건수[건],건,222.0,218,262.0,193,160,184,192,200,259,320,제주특별자치도
간통,발생건수[건],건,20.0,26,8.0,-,-,-,-,-,-,-,제주특별자치도
혼인빙자간음,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
혼인빙자간음(위계간음),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
공연음란,발생건수[건],건,28.0,46,26.0,42,55,52,60,33,37,56,제주특별자치도
음행매개,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
"음화등반포(판매,임대,전시,제조)",발생건수[건],건,,,1.0,-,-,-,-,-,1,-,제주특별자치도
정보통신망이용촉진및정보보호등에관한법률(음란물유포),발생건수[건],건,50.0,94,89.0,23,6,14,21,36,42,12,제주특별자치도
"성폭력범죄의처벌등에관한특례법(카메라등이용촬영,반포등)",발생건수[건],건,85.0,31,125.0,92,69,79,69,64,90,81,제주특별자치도
성폭력범죄의처벌등에관한특례법(통신매체이용음란),발생건수[건],건,23.0,16,9.0,21,14,21,23,30,41,120,제주특별자치도
성폭력범죄의처벌등에관한특례법(성적목적다중이용장소침입),발생건수[건],건,2.0,2,3.0,4,6,7,9,6,6,7,제주특별자치도
아동·청소년의성보호에관한법률위반(아동·청소년성착취물소지·제작·배포등),발생건수[건],건,14.0,1,,3,10,8,10,27,21,25,제주특별자치도
풍속영업의규제에관한법률,발생건수[건],건,,2,1.0,8,-,3,-,1,-,-,제주특별자치도
"성폭력범죄의처벌등에관한특례법(허위영상물편집,반포등)",발생건수[건],건,,,,,,,,-,10,4,제주특별자치도
"성폭력범죄의처벌등에관한특례법(촬영물등이용협박,강요등)",발생건수[건],건,,,,,,,,3,11,15,제주특별자치도
도박범죄,발생건수[건],건,123.0,125,143.0,286,137,97,105,86,80,62,제주특별자치도
도박,발생건수[건],건,97.0,103,93.0,99,75,51,67,66,62,28,제주특별자치도
도박(상습),발생건수[건],건,2.0,3,19.0,6,2,4,1,4,1,-,제주특별자치도
도박개장,발생건수[건],건,24.0,6,5.0,4,2,4,8,7,2,13,제주특별자치도
복표발매(중개·취득),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
기타도박범죄,발생건수[건],건,,13,26.0,177,58,38,29,9,15,21,제주특별자치도
특별경제범죄,발생건수[건],건,1017.0,1092,1239.0,951,1063,910,862,936,741,787,제주특별자치도
"신용,업무와경매에관한죄",발생건수[건],건,492.0,605,572.0,609,565,496,516,581,456,454,제주특별자치도
여신전문금융업법위반,발생건수[건],건,33.0,30,27.0,24,26,33,19,31,21,20,제주특별자치도
대부업의등록및금융이용자보호에관한법률,발생건수[건],건,16.0,18,14.0,17,31,13,65,42,20,20,제주특별자치도
유사수신행위의규제에관한법률,발생건수[건],건,1.0,,2.0,-,3,5,2,4,1,10,제주특별자치도
전자금융거래법위반,발생건수[건],건,42.0,74,146.0,86,144,188,147,131,125,163,제주특별자치도
부정수표단속법,발생건수[건],건,91.0,39,30.0,8,21,12,5,3,8,8,제주특별자치도
조세범처벌법,발생건수[건],건,3.0,6,12.0,5,6,17,13,12,6,20,제주특별자치도
관세법,발생건수[건],건,,,,-,-,1,-,-,-,-,제주특별자치도
외국환거래법,발생건수[건],건,1.0,,1.0,3,4,1,4,1,1,3,제주특별자치도
지방세법,발생건수[건],건,,,,-,-,-,1,-,-,3,제주특별자치도
저작권법,발생건수[건],건,322.0,307,382.0,181,240,118,63,64,42,40,제주특별자치도
특허법,발생건수[건],건,1.0,,1.0,2,-,1,-,-,1,-,제주특별자치도
상표법,발생건수[건],건,8.0,8,36.0,12,15,7,8,6,12,10,제주특별자치도
실용신안법,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
디자인보호법,발생건수[건],건,,,2.0,1,-,-,-,-,1,1,제주특별자치도
컴퓨터프로그램보호법,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
특가법(관세),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
특가법(국고손실),발생건수[건],건,,,,-,-,1,-,-,-,-,제주특별자치도
특가법(조세),발생건수[건],건,,,,1,-,8,2,2,-,1,제주특별자치도
특경법(무인가단기금융업),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
특경법(사금융알선등),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
특경법(재산국외도피),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
기타경제범죄,발생건수[건],건,7.0,5,14.0,2,8,9,17,59,47,34,제주특별자치도
마약범죄,발생건수[건],건,22.0,28,27.0,38,37,19,26,29,34,48,제주특별자치도
아편·몰핀에관한죄,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
마약류관리에관한법률(대마),발생건수[건],건,,4,3.0,3,4,1,1,1,11,5,제주특별자치도
마약류관리에관한법률(마약),발생건수[건],건,1.0,1,1.0,1,2,-,-,2,5,3,제주특별자치도
마약류관리에관한법률(향정),발생건수[건],건,21.0,23,23.0,33,31,18,25,26,18,40,제주특별자치도
마약류불법거래방지에관한특례법,발생건수[건],건,,,,1,-,-,-,-,-,-,제주특별자치도
특가법(마약),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
특가법(향정),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
보건범죄,발생건수[건],건,126.0,103,170.0,113,136,124,95,131,173,216,제주특별자치도
음용수에관한죄,발생건수[건],건,,,,-,-,-,1,1,-,-,제주특별자치도
공중위생관리법,발생건수[건],건,2.0,1,4.0,1,31,54,24,13,15,3,제주특별자치도
식품위생법,발생건수[건],건,43.0,43,86.0,59,41,33,26,27,24,25,제주특별자치도
의료법,발생건수[건],건,15.0,23,25.0,24,39,19,12,35,19,17,제주특별자치도
약사법,발생건수[건],건,21.0,13,30.0,13,5,3,6,6,8,10,제주특별자치도
감염병예방법,발생건수[건],건,,,,-,-,-,-,34,103,155,제주특별자치도
보건범죄특조법(부정식품),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
보건범죄특조법(부정의료업자),발생건수[건],건,1.0,3,5.0,-,5,-,1,-,-,-,제주특별자치도
보건범죄특조법(부정의약품),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
기타보건범죄,발생건수[건],건,44.0,20,20.0,16,15,15,25,15,4,6,제주특별자치도
환경범죄,발생건수[건],건,27.0,15,17.0,7,7,8,8,7,7,18,제주특별자치도
대기환경보전법,발생건수[건],건,,,,-,-,1,1,-,-,-,제주특별자치도
토양환경보전법,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
수질환경보전법,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
야생동·식물보호법,발생건수[건],건,4.0,,,,,,,,,,제주특별자치도
야생생물보호및관리에관한법률위반,발생건수[건],건,,11,10.0,2,2,2,2,3,-,13,제주특별자치도
특가법(산림),발생건수[건],건,,,1.0,-,-,-,-,,,,제주특별자치도
폐기물관리법,발생건수[건],건,6.0,3,5.0,4,5,5,5,4,7,5,제주특별자치도
해양환경관리법,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
환경범죄의단속에관한특별조치법,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
기타환경범죄,발생건수[건],건,17.0,1,1.0,1,-,-,-,-,-,-,제주특별자치도
교통범죄,발생건수[건],건,11834.0,12946,14422.0,15698,13642,8777,7030,6530,6167,4429,제주특별자치도
교통사고,발생건수[건],건,7218.0,7806,9412.0,9451,6781,4584,4497,4360,3610,1843,제주특별자치도
교통사고처리특례법,발생건수[건],건,3446.0,3593,3905.0,3779,3873,3637,3713,3562,2931,1227,제주특별자치도
도로교통법,발생건수[건],건,577.0,423,291.0,211,165,203,195,207,210,243,제주특별자치도
도로교통법(사고후미조치),발생건수[건],건,2909.0,3530,4936.0,5199,2504,501,401,320,247,191,제주특별자치도
특가법(도주차량),발생건수[건],건,120.0,130,114.0,100,119,103,82,110,97,84,제주특별자치도
특가법(위험운전치사상),발생건수[건],건,166.0,130,166.0,162,120,140,106,151,112,86,제주특별자치도
특가법(어린이보호구역치사상),발생건수[건],건,,,,,,,,10,13,12,제주특별자치도
교통사고외,발생건수[건],건,4616.0,5140,5010.0,6247,6861,4193,2533,2170,2557,2586,제주특별자치도
교통방해의죄,발생건수[건],건,12.0,18,26.0,17,15,24,14,20,16,16,제주특별자치도
도로교통법(공동위험행위),발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
도로교통법(무면허운전),발생건수[건],건,738.0,1170,1015.0,1063,1383,510,438,330,320,369,제주특별자치도
도로교통법(음주운전),발생건수[건],건,3805.0,3890,3885.0,5048,5328,3567,2008,1738,2149,2095,제주특별자치도
도로교통법(음주측정거부),발생건수[건],건,59.0,61,54.0,78,94,60,60,74,68,92,제주특별자치도
도로법,발생건수[건],건,2.0,1,30.0,41,41,32,13,8,4,14,제주특별자치도
기타교통범죄,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
노동범죄,발생건수[건],건,21.0,6,9.0,10,19,18,56,36,50,35,제주특별자치도
근로기준법,발생건수[건],건,,1,,-,-,-,-,1,-,-,제주특별자치도
노동조합및노동관계조정법,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
산업안전보건법,발생건수[건],건,,,,-,1,-,-,-,-,1,제주특별자치도
직업안정법,발생건수[건],건,19.0,4,6.0,5,7,12,12,4,3,3,제주특별자치도
기타노동범죄,발생건수[건],건,2.0,1,3.0,5,11,6,44,31,47,31,제주특별자치도
안보범죄,발생건수[건],건,1.0,2,,2,4,-,1,1,1,2,제주특별자치도
공안을해하는죄,발생건수[건],건,1.0,1,,-,4,-,1,1,1,1,제주특별자치도
국가보안법,발생건수[건],건,,1,,2,-,-,-,-,-,1,제주특별자치도
기타안보범죄,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
선거범죄,발생건수[건],건,4.0,28,23.0,17,7,41,8,28,1,50,제주특별자치도
공직선거법,발생건수[건],건,4.0,27,,16,6,40,-,28,-,49,제주특별자치도
정당법,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
정치자금법,발생건수[건],건,,1,,-,-,1,-,-,1,-,제주특별자치도
기타선거범죄,발생건수[건],건,,,23.0,1,1,-,8,-,-,1,제주특별자치도
병역범죄,발생건수[건],건,237.0,195,243.0,228,144,161,195,78,27,43,제주특별자치도
병역법,발생건수[건],건,55.0,56,45.0,53,33,44,29,15,21,28,제주특별자치도
예비군법위반,발생건수[건],건,182.0,138,198.0,175,111,117,166,63,6,15,제주특별자치도
기타병역범죄,발생건수[건],건,,1,,-,-,-,-,-,-,-,제주특별자치도
기타범죄,발생건수[건],건,1857.0,2415,2909.0,3366,2995,3388,3232,3455,3613,3994,제주특별자치도
가정폭력범죄의처벌등에관한특례법위반,발생건수[건],건,,3,,6,2,5,1,1,33,73,제주특별자치도
개인정보보호법,발생건수[건],건,,5,6.0,8,12,9,16,23,26,41,제주특별자치도
건설산업기본법,발생건수[건],건,5.0,10,9.0,10,21,15,21,18,17,13,제주특별자치도
건설폐기물의재활용촉진에관한법률,발생건수[건],건,1.0,,,-,-,-,-,-,-,-,제주특별자치도
건축법,발생건수[건],건,11.0,26,38.0,79,67,51,79,109,65,53,제주특별자치도
게임산업진흥에관한법률,발생건수[건],건,73.0,65,82.0,95,94,69,64,62,37,38,제주특별자치도
경범죄처벌법,발생건수[건],건,62.0,176,168.0,275,147,160,144,155,129,146,제주특별자치도
고압가스안전관리법,발생건수[건],건,,2,,-,-,2,-,4,3,-,제주특별자치도
골재채취법,발생건수[건],건,,,,-,-,-,-,-,-,-,제주특별자치도
공무방해에관한죄,발생건수[건],건,397.0,424,433.0,477,350,331,275,280,260,282,제주특별자치도
공유수면관리및매립에관한법률위반,발생건수[건],건,1.0,,5.0,5,4,2,8,-,-,2,제주특별자치도
공인중개사법,발생건수[건],건,6.0,18,20.0,25,15,28,17,18,16,18,제주특별자치도
과실치사상의죄,발생건수[건],건,72.0,95,88.0,120,121,135,118,111,128,122,제주특별자치도
교육환경법,발생건수[건],건,,,,,-,-,,-,-,-,제주특별자치도
국민건강보험법,발생건수[건],건,2.0,1,2.0,3,3,4,6,5,7,2,제주특별자치도
국민연금법,발생건수[건],건,,,,-,1,-,1,3,-,-,제주특별자치도
국토의계획및이용에관한법률,발생건수[건],건,5.0,4,11.0,8,11,6,13,9,9,5,제주특별자치도
권리행사를방해하는죄,발생건수[건],건,43.0,36,61.0,60,107,140,195,129,117,78,제주특별자치도
낙태의죄,발생건수[건],건,2.0,,2.0,2,-,-,-,-,-,-,제주특별자치도
